"año","estacion","date","O3","PM10","PM2.5","NO","NO2","NOX","CO","SO2","TOUT","RH","WSR","WDR","PRS","RAINF","SR"
2025,"SO",2025-01-17 21:00:00,1,160,41.98,26.1,37.3,63.3,3.34,5.7,16.57,57,2.9,258,698.5,0,0
2025,"SO",2025-01-17 22:00:00,2,93,37.51,25.9,32,57.8,3.32,5.8,16.55,54,2.1,272,698.3,0,0
2025,"SO",2025-01-17 23:00:00,1,83,41.05,26.4,27.7,53.9,3.25,5.7,16.04,53,1.4,266,698.3,0,0
2025,"SO",2025-01-18,1,85,36.04,41.1,27.5,68.5,3.38,5.6,16.36,49,2.5,204,698.6,0,0
2025,"SO",2025-01-18 01:00:00,2,91,32.5,73.3,26.4,99.6,3.77,5.6,15.86,47,1.7,241,698.9,0,0
2025,"SO",2025-01-18 02:00:00,2,81,39.55,65.9,27.5,93.2,3.45,7.8,15.72,50,6,119,699.5,0,0.001
2025,"SO",2025-01-18 03:00:00,13,89,25.13,14,20.3,34.1,2.71,13.5,17.81,43,9.4,103,700.5,0,0.116
2025,"SO",2025-01-18 04:00:00,26,110,20.84,9.4,14.3,23.4,2.54,12.5,19.57,35,10.6,93,701.2,0,0.261
2025,"SO",2025-01-18 05:00:00,32,105,21.68,10,14.4,23.7,2.57,13.2,20.4,33,13.1,107,701.5,0,0.381
2025,"SO",2025-01-18 06:00:00,35,117,24.61,10.4,17.4,27.7,2.7,10.9,21.22,31,13,112,701.5,0,0.467
2025,"SO",2025-01-18 07:00:00,40,122,29.38,9.9,16.9,26.7,2.64,7.4,21.96,27,13.4,125,700.8,0,0.51
2025,"SO",2025-01-18 08:00:00,45,144,25.21,7.5,12.2,19.6,2.5,6.8,22.67,21,13.4,112,700,0,0.502
2025,"SO",2025-01-18 09:00:00,46,122,24.21,8.3,14.9,23,2.54,5.8,23.43,20,10.6,104,699.5,0,0.441
2025,"SO",2025-01-18 10:00:00,50,112,27.34,7.3,16.3,23.4,2.59,6.7,23.8,20,8.8,118,699.1,0,0.338
2025,"SO",2025-01-18 11:00:00,54,104,26.18,8,17.6,25.5,2.71,5.6,23.56,21,7.1,133,698.9,0,0.199
2025,"SO",2025-01-18 12:00:00,49,105,34.58,6.2,25,31,2.92,5.1,22.2,25,3.7,191,699.4,0,0.023
2025,"SO",2025-01-18 13:00:00,39,115,40.99,6.7,32.1,38.6,3.2,8.7,20.94,30,2,149,700.3,0,0
2025,"SO",2025-01-18 14:00:00,12,120,76.82,17.9,55,72.8,4.63,12,19.66,36,1.5,197,701,0,0
2025,"SO",2025-01-18 15:00:00,6,147,133.18,70,60.1,129.9,5.16,6.9,17.8,40,2.2,303,701.5,0,0
2025,"SO",2025-01-18 16:00:00,4,203,129.14,91.2,54.5,145.7,5.18,6,16.57,43,1.3,320,702,0,0
2025,"SO",2025-01-18 17:00:00,4,224,120.23,133.3,54,187.3,4.95,6.1,15.42,46,1.3,307,702.7,0,0
2025,"SO",2025-01-18 18:00:00,4,253,122.54,118.6,51.4,170.1,4.82,5.9,14.72,49,1.3,293,703.3,0,0
2025,"SO",2025-01-18 19:00:00,3,246,102.07,88.8,44.8,133.5,4.13,5.5,13.81,51,NA,295,703.6,0,0
2025,"SO",2025-01-18 20:00:00,2,236,91.85,98.5,41,139.3,4.15,5.4,12.82,54,NA,345,703.9,0,0
2025,"SO",2025-01-18 21:00:00,2,386,86.47,86.5,38.8,125.1,3.91,5.2,12.46,55,1.5,250,704.2,0,0
2025,"SO",2025-01-18 22:00:00,15,195,30.04,6.3,27.1,33.2,2.68,5.7,14.48,37,9.7,153,704.6,0,0
2025,"SO",2025-01-18 23:00:00,25,76,19.84,4.2,18.1,22.1,2.42,5.5,13.25,38,12.6,150,705.3,0,0
2025,"SO",2025-01-19,29,70,14.72,4.1,11.9,15.8,2.39,4.8,10.74,49,16.5,138,706.5,0,0
2025,"SO",2025-01-19 01:00:00,30,69,13.09,4.1,7.5,11.4,2.33,4.4,8.44,55,19.1,126,707.9,0,0
2025,"SO",2025-01-19 02:00:00,24,80,13.28,4.7,11.1,15.7,2.4,4.8,6.63,59,20,114,709,0,0.002
2025,"SO",2025-01-19 03:00:00,24,75,15.71,5.5,9.5,14.8,2.38,7.3,5.53,60,19.1,114,710.1,0,0.082
2025,"SO",2025-01-19 04:00:00,26,67,14.76,6.3,7.9,14,2.37,7.8,5.68,55,17.1,110,711,0,0.251
2025,"SO",2025-01-19 05:00:00,26,69,11.77,7,8.2,14.8,2.38,8.2,5.17,53,16.7,118,711.5,0,0.117
2025,"SO",2025-01-19 06:00:00,26,49,11.76,6,9.2,15,2.4,7.1,5.32,52,14.6,119,711.4,0,0.101
2025,"SO",2025-01-19 07:00:00,23,33,10.5,7.1,11.6,18.5,2.46,5.8,5.59,52,12.8,106,710.7,0,0.123
2025,"SO",2025-01-19 08:00:00,23,29,12.44,8.5,12.6,20.9,2.49,5.7,6.35,49,9.2,107,709.7,0,0.208
2025,"SO",2025-01-19 09:00:00,25,31,15.54,7.9,11.5,19.3,2.49,7,7.11,48,10,101,708.7,0,0.234
2025,"SO",2025-01-19 10:00:00,27,33,17.98,9,12.3,21.1,2.52,6.4,7.95,46,11.1,96,708.2,0,0.299
2025,"SO",2025-01-19 11:00:00,25,35,17.87,9,15.5,24.3,2.59,7.3,8.03,44,12.9,102,708,0,0.208
2025,"SO",2025-01-19 12:00:00,22,38,18.99,6.7,18.9,25.5,2.52,5.8,7.27,46,13.1,99,707.8,0,0.017
2025,"SO",2025-01-19 13:00:00,20,38,21.76,6,19.7,24.9,2.61,5,6.86,48,11,93,708.1,0,0
2025,"SO",2025-01-19 14:00:00,27,39,19.06,4.1,10.6,14.5,2.48,8.2,6.62,53,12.2,109,708.2,0,0
2025,"SO",2025-01-19 15:00:00,26,30,16.78,4.2,9.5,13.5,2.45,8.8,6.29,56,13.4,106,708.3,0,0
2025,"SO",2025-01-19 16:00:00,28,28,15.51,4.3,9,12.9,2.4,5.6,5.94,55,14.1,95,708.3,0,0
2025,"SO",2025-01-19 17:00:00,27,31,16.78,3.5,9,12.2,2.39,5.3,5.8,56,13.4,93,708.3,0,0
2025,"SO",2025-01-19 18:00:00,31,29,12.75,3,6.9,9.7,2.34,5.2,5.62,51,13.7,96,707.8,0,0
2025,"SO",2025-01-19 19:00:00,28,22,13.2,3,9.4,12.2,2.34,5.3,5.36,52,12,96,707.3,0,0
2025,"SO",2025-01-19 20:00:00,27,20,13.18,2.7,8.7,11.2,2.33,5.2,5.21,54,11.9,94,706.9,0,0
2025,"SO",2025-01-19 21:00:00,29,18,11.33,2.7,9.8,12.2,2.33,7.7,4.53,51,12,119,706.6,0,0
2025,"SO",2025-01-19 22:00:00,25,21,11.67,2.8,13.6,16.2,2.37,10.6,3.25,53,11.6,129,706.3,0,0
2025,"SO",2025-01-19 23:00:00,23,19,11.61,2.7,13.5,16,2.34,9.1,3.13,55,8.4,143,706.3,0,0
2025,"SO",2025-01-20,18,20,12.21,3.7,17,20.5,2.38,7.8,3.02,56,7.5,155,706.4,0,0
2025,"SO",2025-01-20 01:00:00,12,23,13.51,5.6,23.2,28.6,2.47,6.2,2.84,57,7.7,156,706.6,0,0
2025,"SO",2025-01-20 02:00:00,8,26,14.13,9.3,27.8,37,2.61,5.9,2.74,56,7.8,160,706.9,0,0.005
2025,"SO",2025-01-20 03:00:00,11,33,14.76,12.7,24.8,37.3,2.66,5.8,3.2,56,7.7,153,707.1,0,0.057
2025,"SO",2025-01-20 04:00:00,23,31,10.65,7.5,13.4,20.8,2.47,5.6,4.2,55,8.6,97,707.3,0,0.158
2025,"SO",2025-01-20 05:00:00,28,19,11.05,9.8,11.4,21,2.45,5.9,5.5,50,11.2,109,707.4,0,0.371
2025,"SO",2025-01-20 06:00:00,29,22,14.18,10.2,13.1,23.1,2.5,7.1,6.71,46,11.1,106,707,0,0.473
2025,"SO",2025-01-20 07:00:00,32,29,15.97,12.7,14.2,26.2,2.63,6.6,8.13,42,10.6,108,706.5,0,0.492
2025,"SO",2025-01-20 08:00:00,35,35,16.43,8.9,13.8,22.6,2.51,6.1,8.67,41,10.7,104,705.3,0,0.463
2025,"SO",2025-01-20 09:00:00,37,37,17.69,8,13.9,21.7,2.52,6,9.34,40,11.5,99,704.5,0,0.408
2025,"SO",2025-01-20 10:00:00,38,40,17.52,7.6,14.4,21.8,2.51,5.8,9.68,40,12.2,99,704,0,0.323
2025,"SO",2025-01-20 11:00:00,36,35,16.12,8.3,17.3,25.4,2.57,6.7,9.82,41,12.3,97,703.7,0,0.218
2025,"SO",2025-01-20 12:00:00,22,40,23.44,9.2,25.8,34.9,2.68,12.3,8.31,47,13.9,113,703.9,0,0.025
2025,"SO",2025-01-20 13:00:00,14,61,21.95,9.7,30.2,39.5,2.72,10.4,6.73,56,12.1,122,704.5,0,0
2025,"SO",2025-01-20 14:00:00,9,64,22.62,8.4,32.6,40.8,2.77,8.2,5.95,64,9.6,154,705.3,0,0
2025,"SO",2025-01-20 15:00:00,11,54,23.59,7.2,28.5,35.6,2.84,7.5,5.41,68,9,159,705.9,0,0
2025,"SO",2025-01-20 16:00:00,6,48,27.44,8.9,31.8,40.6,2.75,6.3,4.7,74,8.2,136,706.6,0,0
2025,"SO",2025-01-20 17:00:00,4,53,35.69,13.9,33.6,47.4,2.83,8.2,4.06,73,8.6,134,707.1,0,0
2025,"SO",2025-01-20 18:00:00,12,57,22.91,5.8,23.5,29.1,2.7,7,3.68,70,11.2,127,707.5,0,0
2025,"SO",2025-01-20 19:00:00,14,40,18.97,3.3,19.3,22.4,2.51,6.2,3,74,9.6,120,707.8,0,0
2025,"SO",2025-01-20 20:00:00,14,34,28.44,3.3,17,20.1,2.46,5.9,2.41,78,10.4,107,708.6,0,0
2025,"SO",2025-01-20 21:00:00,15,37,27.61,3,11.5,14.2,2.47,6.4,1.31,85,10.3,111,709.1,0,0
2025,"SO",2025-01-20 22:00:00,12,17,NA,3,13.9,16.7,2.43,5.2,0.37,88,9.8,124,710,0,0
2025,"SO",2025-01-20 23:00:00,17,10,NA,2.9,9.3,12,2.4,5.2,0.07,88,11.3,127,710.8,0,0
2025,"SO",2025-01-21,23,7,NA,3.1,7.4,10.2,2.37,4.9,-0.19,89,10.9,123,711.9,0,0
2025,"SO",2025-01-21 01:00:00,21,6,NA,3.5,9.2,12.5,2.41,5.7,-0.27,88,12.2,106,712.7,0,0
2025,"SO",2025-01-21 02:00:00,15,4,NA,4.6,15.4,19.8,2.5,5.5,-0.43,87,9.9,96,713.8,0,0
2025,"SO",2025-01-21 03:00:00,13,5,NA,5.9,17.6,23.4,2.56,6.6,-1.04,87,12.2,103,714.8,0,0.009
2025,"SO",2025-01-21 04:00:00,16,10,NA,7.7,16.1,23.6,2.55,8.2,-1.25,87,11.1,108,715.6,0,0.036
2025,"SO",2025-01-21 05:00:00,13,16,NA,9.5,20.2,29.6,2.61,7.1,-1.04,86,8.7,118,716.5,0,0.043
2025,"SO",2025-01-21 06:00:00,14,23,NA,11.5,20.8,32.2,2.58,6.9,-0.68,85,6.2,100,716.4,0,0.083
2025,"SO",2025-01-21 07:00:00,9,22,NA,12.2,25.9,37.9,2.64,5.6,-0.25,83,4.7,81,716,0.01,0.035
2025,"SO",2025-01-21 08:00:00,11,28,NA,9.8,23,32.6,2.65,5.2,-0.13,82,5.1,101,715.3,0,0.036
2025,"SO",2025-01-21 09:00:00,9,19,NA,11.9,25.8,37.5,2.7,5,0.01,83,6.4,60,714.7,0,0.028
2025,"SO",2025-01-21 10:00:00,20,26,21,6.7,15.4,21.9,2.51,5.2,0.8,74,9.2,345,714.4,0,0.03
2025,"SO",2025-01-21 11:00:00,9,26,NA,13.1,26,38.9,2.7,7,0.53,75,6.8,84,714.4,0,0.026
2025,"SO",2025-01-21 12:00:00,7,33,32.85,13.3,27.6,40.7,2.77,9,-0.09,78,9.2,106,714.4,0,0.019
2025,"SO",2025-01-21 13:00:00,5,28,NA,12.8,30.4,43,2.79,7.1,0.06,75,9.9,112,714.4,0,0
2025,"SO",2025-01-21 14:00:00,9,27,26,5.2,26.7,31.8,2.62,6.4,-0.1,74,10.5,107,714.5,0,0
2025,"SO",2025-01-21 15:00:00,10,29,NA,4.6,23.3,27.7,2.58,8.2,-0.02,75,6.7,105,714.2,0,0
2025,"SO",2025-01-21 16:00:00,5,26,NA,8.1,30.6,38.5,2.66,8.9,-0.12,75,9.2,118,714.3,0,0
2025,"SO",2025-01-21 17:00:00,6,27,NA,6.2,31.3,37.3,2.63,8.9,-0.63,75,7.9,131,714.4,0,0
2025,"SO",2025-01-21 18:00:00,8,29,NA,4,24.5,28.3,2.55,6.2,-0.62,78,6.4,130,714,0,0
2025,"SO",2025-01-21 19:00:00,6,35,NA,3.3,25.4,28.6,2.54,6.3,-0.49,78,2.5,186,713.8,0,0
2025,"SO",2025-01-21 20:00:00,3,36,NA,6.3,29.5,35.7,2.58,6.3,-0.27,78,4.7,313,713.2,0,0
2025,"SO",2025-01-21 21:00:00,2,47,NA,15.4,31.5,46.8,2.62,6.3,-0.44,78,4.6,330,712.4,0,0
2025,"SO",2025-01-21 22:00:00,2,68,58.19,19.4,29.2,48.5,2.72,6.3,-0.62,79,4.8,316,711.5,0,0
2025,"SO",2025-01-21 23:00:00,2,60,NA,25.3,27.7,52.9,2.81,6.3,-0.8,79,4.8,295,710.7,0,0
2025,"SO",2025-01-22,NA,53,NA,42.5,27.3,69.6,2.81,6.2,-0.86,79,3.9,298,710.1,0,0
2025,"SO",2025-01-22 01:00:00,NA,67,NA,72.2,27.8,99.9,3.17,6.2,-0.81,79,3.7,297,710,0,0
2025,"SO",2025-01-22 02:00:00,4,65,NA,157.9,31.3,189.1,4.28,6.7,-0.7,79,3.3,314,709.8,0,0.009
2025,"SO",2025-01-22 03:00:00,3,133,78.6,162,36.5,198.5,4.2,6.8,2.27,73,3.1,333,709.6,0,0.133
2025,"SO",2025-01-22 04:00:00,9,125,54.81,56.8,32.4,89.1,3.12,7.1,5.86,58,2.8,18,709.7,0,0.278
2025,"SO",2025-01-22 05:00:00,15,73,42.68,27.2,23.6,50.6,2.87,13,6.85,54,5.1,88,709.6,0,0.404
2025,"SO",2025-01-22 06:00:00,19,51,43.59,34.4,31.5,65.8,2.89,15.4,8.57,50,5.8,92,709,0,0.506
2025,"SO",2025-01-22 07:00:00,24,47,39.17,24.5,27.2,51.5,2.83,11.6,10.47,43,5,104,708,0,0.548
2025,"SO",2025-01-22 08:00:00,28,NA,45.84,20.7,28.3,48.8,2.91,10.6,11.91,40,5.2,92,706.7,0,0.528
2025,"SO",2025-01-22 09:00:00,33,51,50.57,19.7,28.7,48.2,2.91,12.7,12.06,42,8.2,108,705.9,0,0.472
2025,"SO",2025-01-22 10:00:00,38,48,40.69,11,22.7,33.6,2.8,12.4,12.71,39,9.6,111,705.4,0,0.37
2025,"SO",2025-01-22 11:00:00,38,39,34.42,8.7,23.6,32.2,2.75,9.8,12.6,37,9.5,117,705.1,0,0.235
2025,"SO",2025-01-22 12:00:00,25,40,31.8,10.8,35.6,46.3,2.98,10.5,11.67,39,7.5,130,705.4,0,0.024
2025,"SO",2025-01-22 13:00:00,14,47,29.26,18.8,40.6,59.2,3.15,8.7,10.56,42,7.9,160,705.6,0,0
2025,"SO",2025-01-22 14:00:00,8,48,26.31,9.9,40.8,50.5,3.02,8.8,9.67,45,7.6,171,706.1,0,0
2025,"SO",2025-01-22 15:00:00,5,46,26.31,12.8,39.4,52,2.99,8.3,8.87,49,6,159,706.7,0,0
2025,"SO",2025-01-22 16:00:00,3,43,36.51,32.6,42.6,75.1,3.13,7.5,7.84,52,2.7,49,706.9,0,0
2025,"SO",2025-01-22 17:00:00,4,80,74.05,116.1,42.5,158.4,3.88,7.6,6.46,58,2.7,342,707,0,0
2025,"SO",2025-01-22 18:00:00,4,154,71.65,153.8,40.5,194.3,3.85,6.6,5.5,63,1.7,294,707.1,0,0
2025,"SO",2025-01-22 19:00:00,3,152,63.53,126.1,38.4,164.4,3.57,6.1,5.12,64,1.6,304,706.8,0,0
2025,"SO",2025-01-22 20:00:00,2,100,49.79,83.5,36.3,119.7,3.21,5.8,4.96,65,2.5,319,706.9,0,0
2025,"SO",2025-01-22 21:00:00,3,79,64.97,106.1,33.9,139.8,3.32,5.7,4.31,68,1.9,277,707.1,0,0
2025,"SO",2025-01-22 22:00:00,2,79,56.54,75.8,32.2,107.8,3.14,5.6,3.92,69,1.9,296,707.3,0,0
2025,"SO",2025-01-22 23:00:00,2,89,56.91,62.7,32.6,95.2,3.01,5.4,3.5,70,1.6,287,707.7,0,0
2025,"SO",2025-01-23,3,82,72.65,137.9,37.3,175.1,3.25,6,3.2,70,2.3,298,708.1,0,0
2025,"SO",2025-01-23 01:00:00,3,133,80.42,162.6,36.2,198.7,3.97,5.9,2.9,72,1.6,322,708.7,0,0
2025,"SO",2025-01-23 02:00:00,4,148,103.11,259.9,41.5,301.5,5.5,6.6,3.17,72,3.5,290,709.5,0,0.004
2025,"SO",2025-01-23 03:00:00,5,215,126.47,315.8,56,370.2,6.58,7.5,6.44,63,1.6,97,710.2,0,0.115
2025,"SO",2025-01-23 04:00:00,6,242,95.52,119.4,56.4,175.7,4.28,9.3,9.71,51,2.4,6,710.7,0,0.264
2025,"SO",2025-01-23 05:00:00,25,169,35.19,19.4,24.2,43.5,2.85,8.9,10.7,42,12.3,116,710.9,0,0.409
2025,"SO",2025-01-23 06:00:00,33,69,27.07,11.8,19.1,30.7,2.72,7.6,10.29,41,15.4,123,710.4,0,0.36
2025,"SO",2025-01-23 07:00:00,37,48,20.15,11.9,15.3,27,2.67,9.9,11.08,39,13.1,114,709.7,0,0.451
2025,"SO",2025-01-23 08:00:00,43,46,18.97,7.8,11.7,19.3,2.55,6.7,11.7,37,12.8,120,709,0,0.526
2025,"SO",2025-01-23 09:00:00,47,35,19.35,7.1,12.2,19.1,2.55,5.9,12.31,36,10.9,130,708.5,0,0.402
2025,"SO",2025-01-23 10:00:00,44,34,21.62,8.1,17.1,25.1,2.62,6.5,12.62,35,10.9,122,708.2,0,0.243
2025,"SO",2025-01-23 11:00:00,42,41,22.56,7.2,18.7,25.8,2.63,7,12.65,37,10.6,113,708.2,0,0.173
2025,"SO",2025-01-23 12:00:00,36,41,21.86,8.2,24.4,32,2.77,7.5,11.96,39,10.3,116,708.6,0,0.043
2025,"SO",2025-01-23 13:00:00,30,42,22.61,7.4,27.1,34.3,2.78,7.1,11.17,40,9.6,123,709.1,0,0
2025,"SO",2025-01-23 14:00:00,26,39,19.38,6.5,27.1,33.4,2.75,5.9,10.32,40,12.4,126,709.9,0,0
2025,"SO",2025-01-23 15:00:00,26,53,20.22,4.9,25.1,29.8,2.68,7.3,9.1,40,14.2,128,710.9,0,0
2025,"SO",2025-01-23 16:00:00,32,39,15.36,4.5,19.1,23.5,2.57,5.9,8.5,38,12.8,124,711.7,0,0
2025,"SO",2025-01-23 17:00:00,32,28,14.75,4.1,19.7,23.5,2.55,6.3,8,37,8.2,116,712.5,0,0
2025,"SO",2025-01-23 18:00:00,35,25,17.57,3.7,16.1,19.5,2.56,13.3,7.59,38,1.9,67,712.9,0,0
2025,"SO",2025-01-23 19:00:00,19,25,22.59,6.9,27.9,34.6,2.67,10,7.42,39,1.5,270,713,0,0
2025,"SO",2025-01-23 20:00:00,12,47,26.57,13,33.1,46,2.72,6.5,6.94,42,1.3,264,712.9,0,0
2025,"SO",2025-01-23 21:00:00,18,38,20.32,8,21.9,29.7,2.59,6.8,6.27,44,1.6,248,712.7,0,0
2025,"SO",2025-01-23 22:00:00,4,40,28.75,16.1,37,53,2.63,5.6,5.47,48,1.4,204,712.6,0,0
2025,"SO",2025-01-23 23:00:00,2,37,29.75,13.2,37,50,2.69,5.3,4.89,52,1.3,351,712.4,0,0
2025,"SO",2025-01-24,2,47,26.16,22.5,34.6,57,2.9,5.1,4.01,52,1.3,308,712.1,0,0
2025,"SO",2025-01-24 01:00:00,3,56,34.12,88.3,39.1,127.3,3.43,5.3,3.58,53,1.3,294,712.2,0,0
2025,"SO",2025-01-24 02:00:00,6,123,91.67,269.2,46.6,315.8,6.02,6.7,3.16,56,NA,296,712.5,0,0.005
2025,"SO",2025-01-24 03:00:00,5,240,81.53,255.8,57.9,313.8,5.53,6.9,6.64,47,NA,16,712.7,0,0.129
2025,"SO",2025-01-24 04:00:00,21,220,30.87,28.8,28.4,57,2.95,8.9,9.06,38,4.9,107,712.9,0,0.288
2025,"SO",2025-01-24 05:00:00,34,75,15.41,12.4,19,31.3,2.65,7.8,10.09,30,9.4,109,712.8,0,0.42
2025,"SO",2025-01-24 06:00:00,38,32,18.54,12.3,19.6,31.9,2.64,6.3,10.84,29,11.2,103,712.2,0,0.511
2025,"SO",2025-01-24 07:00:00,42,40,22.03,13.8,20.1,33.8,2.7,5.7,11.63,27,12,104,711.3,0,0.553
2025,"SO",2025-01-24 08:00:00,49,53,22.9,10.2,18.3,28,2.63,5.8,12.61,27,12.1,103,710.1,0,0.543
2025,"SO",2025-01-24 09:00:00,54,40,20.22,6.7,13.4,20,2.5,5.7,13.62,26,13.6,88,708.9,0,0.483
2025,"SO",2025-01-24 10:00:00,57,42,20.91,6.4,13.7,19.9,2.51,7.1,13.99,26,14.6,84,708.2,0,0.368
2025,"SO",2025-01-24 11:00:00,59,47,19.93,5.5,14.1,19.3,2.51,6.3,13.95,28,14.7,90,707.8,0,0.231
2025,"SO",2025-01-24 12:00:00,56,45,17.82,5.1,14.6,19.5,2.59,7.4,13,31,13.9,109,707.9,0,0.038
2025,"SO",2025-01-24 13:00:00,46,41,16.05,7.6,17.9,25.3,2.63,6.2,12.01,35,13.1,102,707.9,0,0
2025,"SO",2025-01-24 14:00:00,42,37,16.22,5.4,19,23.9,2.62,6.5,11.11,37,11.2,107,708,0,0
2025,"SO",2025-01-24 15:00:00,35,31,20.94,6.1,24.1,30,2.75,6.5,10.51,38,8.1,123,708.4,0,0
2025,"SO",2025-01-24 16:00:00,34,32,22.89,5,23,27.8,2.75,9.6,9.8,41,7.8,129,708.3,0,0
2025,"SO",2025-01-24 17:00:00,31,31,21.05,4.3,22,26.2,2.72,6.8,8.96,42,4.1,193,708.1,0,0
2025,"SO",2025-01-24 18:00:00,20,24,23.73,9.6,29.8,39.3,2.81,5.3,7.96,44,2,103,707.7,0,0
2025,"SO",2025-01-24 19:00:00,3,45,NA,37.5,48,85.4,3.19,5.8,6.67,50,1.3,346,707,0,0
2025,"SO",2025-01-24 20:00:00,3,104,61.41,56.1,45.2,101.2,3.2,5.8,6.16,52,1.3,327,706.4,0,0
2025,"SO",2025-01-24 21:00:00,2,131,54.64,58.6,43.4,101.9,2.92,5.6,5.4,53,1.6,326,706,0,0
2025,"SO",2025-01-24 22:00:00,3,124,57.75,37,40,76.9,2.9,5.3,4.98,55,1.3,303,705.3,0,0
2025,"SO",2025-01-24 23:00:00,7,76,52.21,64.5,41.8,106.2,2.87,5.4,4.62,57,1.5,320,704.7,0,0
2025,"SO",2025-01-25,1,104,45.89,52.6,41.1,93.5,2.93,5.4,4.67,58,1.4,292,704.6,0,0
2025,"SO",2025-01-25 01:00:00,2,94,83.63,158.8,44.9,203.7,3.72,6.2,4.13,60,1.3,337,704.6,0,0
2025,"SO",2025-01-25 02:00:00,6,216,135.6,229.6,50.2,279.8,4.88,6.7,4.41,60,1.3,313,704.7,0,0.001
2025,"SO",2025-01-25 03:00:00,6,272,143.63,244.1,57.1,301.3,4.93,7.1,6.36,56,1.3,323,704.9,0,0.098
2025,"SO",2025-01-25 04:00:00,20,230,62.95,43,42.8,85.7,3.14,6.8,10.46,43,3.1,78,705.1,0,0.283
2025,"SO",2025-01-25 05:00:00,31,102,48.43,16.4,27.4,43.7,2.96,6.9,12.88,38,4.8,111,705,0,0.417
2025,"SO",2025-01-25 06:00:00,40,74,56.01,15.7,31.4,46.9,2.96,7,16.09,32,3,88,704.6,0,0.505
2025,"SO",2025-01-25 07:00:00,40,78,59.88,19.7,38,57.7,3.03,7.7,18.18,28,5.8,110,703.8,0,0.535
2025,"SO",2025-01-25 08:00:00,46,87,62.47,15,33.8,48.7,3.04,6.6,19.7,27,7.2,109,703,0,0.526
2025,"SO",2025-01-25 09:00:00,41,89,NA,22.9,58.1,80.8,3.37,9.8,20.2,26,8.7,114,702.6,0,0.464
2025,"SO",2025-01-25 10:00:00,60,110,92.91,12.6,48.5,61,3.3,8.7,20.69,26,8.8,116,702.4,0,0.354
2025,"SO",2025-01-25 11:00:00,62,107,68.68,9.3,41.1,50.3,3.12,8.2,21.08,26,7.4,120,702.3,0,0.219
2025,"SO",2025-01-25 12:00:00,38,86,67.73,10.4,55.8,66.1,3.71,7.8,20.14,29,4.9,197,702.4,0,0.036
2025,"SO",2025-01-25 13:00:00,11,87,NA,44.5,73.2,117.6,4.94,7.1,18.53,33,2.8,281,703,0,0
2025,"SO",2025-01-25 14:00:00,8,195,185.67,103.8,73.8,177.4,6.47,6.8,16.56,40,2.1,304,703.7,0,0
2025,"SO",2025-01-25 15:00:00,6,237,185.3,124.7,76.1,200.8,6.08,6.7,14.94,43,1.4,321,704.1,0,0
2025,"SO",2025-01-25 16:00:00,4,293,186.24,109.4,68.3,177.6,5.73,6.4,14.98,46,4.1,275,704.3,0,0
2025,"SO",2025-01-25 17:00:00,4,208,154.01,105.6,59.9,165.4,5.29,6.2,14.24,50,2.5,301,704.5,0,0
2025,"SO",2025-01-25 18:00:00,3,212,137.3,125.1,54.2,179.3,5.45,6.2,13.23,54,3.8,301,704.3,0,0
2025,"SO",2025-01-25 19:00:00,3,171,114.21,59.9,50.9,110.8,4.93,5.6,13.5,52,2,254,704.3,0,0
2025,"SO",2025-01-25 20:00:00,3,134,101.21,66.6,44.8,111.3,5.01,5.6,11.93,58,1.3,310,704.2,0,0
2025,"SO",2025-01-25 21:00:00,2,130,83.22,44.9,40,84.8,4.2,5.4,11.58,62,3.2,293,704,0,0
2025,"SO",2025-01-25 22:00:00,1,88,61.08,36.9,36.9,73.6,3.62,5.3,11.35,66,1.6,296,703.9,0,0
2025,"SO",2025-01-25 23:00:00,2,71,61.54,34.3,34.3,68.5,3.39,5.3,10.78,68,2.3,294,703.7,0,NA
2025,"SO",2025-01-26,1,62,54.41,34.4,34.3,68.6,3.29,5.1,10.65,70,2.3,315,703.8,0,0
2025,"SO",2025-01-26 01:00:00,1,91,66.23,51.2,34.5,85.6,3.46,5.2,10.8,68,2.7,284,703.9,0,0
2025,"SO",2025-01-26 02:00:00,2,78,NA,48.6,34.3,82.8,4.28,5.5,11.71,62,2,239,704.3,0,0.004
2025,"SO",2025-01-26 03:00:00,3,149,131.03,77.1,39.4,116.3,4.27,6.3,14.42,54,1.5,303,704.7,0,0.106
2025,"SO",2025-01-26 04:00:00,13,152,105.06,32.8,40.7,73.4,3.48,8.1,18.52,37,1.8,31,705.1,0,0.255
2025,"SO",2025-01-26 05:00:00,24,92,36.45,13.4,20.7,33.9,2.8,7.1,21.67,28,3.2,114,704.9,0,0.389
2025,"SO",2025-01-26 06:00:00,30,53,43.11,15.1,27.2,42.2,2.83,7.4,22.54,29,8,106,704.6,0,0.463
2025,"SO",2025-01-26 07:00:00,29,51,NA,23.8,42.4,66.1,3.18,11.3,22.34,38,11.2,107,704.1,0,0.508
2025,"SO",2025-01-26 08:00:00,52,81,65.71,11.9,33,44.8,3.05,11.5,23.02,38,11.5,116,703.5,0,0.506
2025,"SO",2025-01-26 09:00:00,72,81,53.59,8,27.3,35.1,3.36,10.4,23.78,39,12.5,115,702.8,0,0.455
2025,"SO",2025-01-26 10:00:00,86,76,49.57,6,23.1,28.9,3.01,9.7,24.44,38,12.5,104,702.6,0,0.352
