"año","estacion","date","CO","NO","NO2","NOX","O3","PM10","PM2.5","PRS","RAINF","RH","SO2","SR","TOUT","WSR","WDR"
2024,"NTE2",2024-01-09 08:00:00,1.39,15.8,21.9,37.7,40,119,17,713,0,17,3.5,0.381,18.77,7.7,73
2024,"NTE2",2024-01-09 09:00:00,1.36,9.9,18.7,28.5,45,116,25,712.4,0,17,3.5,0.355,19.08,8.7,84
2024,"NTE2",2024-01-09 10:00:00,1.31,8.3,19.2,27.6,45,116,20,712.1,0,18,3.8,0.259,19.06,9.4,90
2024,"NTE2",2024-01-09 11:00:00,1.28,7.8,21.7,29.4,41,125,24,712,0,20,3.9,0.163,18.39,11.2,103
2024,"NTE2",2024-01-09 12:00:00,1.29,5.8,24.5,30.3,36,137,17,711.9,0,23,3.6,0.042,16.49,10.8,104
2024,"NTE2",2024-01-09 13:00:00,1.33,5.3,28.6,33.9,30,139,5,712.1,0,25,4.7,0,14.83,8.9,101
2024,"NTE2",2024-01-09 14:00:00,1.34,4.2,26.8,31,29,127,10,712.5,0,26,3.7,0,14.13,7,126
2024,"NTE2",2024-01-09 15:00:00,1.3,10.1,31.6,41.7,21,136,5,712.5,0,27,9.7,0,13.63,7.8,153
2024,"NTE2",2024-01-09 16:00:00,1.28,26.1,39.5,65.6,12,137,22,712.7,0,30,9.4,0,12.32,2.8,54
2024,"NTE2",2024-01-09 17:00:00,1.54,32.6,38.9,71.4,13,171,14,712.6,0,31,3.8,0,11.81,3.6,144
2024,"NTE2",2024-01-09 18:00:00,1.44,16.2,30.4,46.6,20,141,13,712.4,0,29,3.5,0,11.73,3.9,107
2024,"NTE2",2024-01-09 19:00:00,1.27,17.2,30,47.2,20,116,3,712.1,0,27,3.2,0,11.54,4.6,23
2024,"NTE2",2024-01-09 20:00:00,1.3,24.9,34.8,59.7,13,107,21,711.9,0,32,3.3,0,10.4,4.2,320
2024,"NTE2",2024-01-09 21:00:00,1.52,47.2,35.5,82.6,13,127,21,711.3,0,38,3.6,0,9.34,3,41
2024,"NTE2",2024-01-09 22:00:00,1.57,54.3,36.2,90.4,13,146,NA,710.9,0,39,3.7,0,9.24,3.5,288
2024,"NTE2",2024-01-09 23:00:00,1.55,58.4,36.1,94.5,12,154,26,710.9,0,40,5.2,0,9.09,5.4,336
2024,"NTE2",2024-01-10,1.6,111.8,37.5,149.4,13,163,32,710.6,0,41,6.2,0,8.48,4.4,8
2024,"NTE2",2024-01-10 01:00:00,1.92,145.5,36.7,182.3,13,224,36,710.6,0,44,5.3,0,8.15,3.3,311
2024,"NTE2",2024-01-10 02:00:00,2.54,119,35.3,154.4,13,216,33,710.6,0,40,7.2,0.006,8.58,4.1,295
2024,"NTE2",2024-01-10 03:00:00,2.51,89,34.6,123.6,13,185,22,710.7,0,38,5.4,0.066,10.57,7.6,203
2024,"NTE2",2024-01-10 04:00:00,2.46,82,38.8,120.8,16,222,28,710.8,0,33,6.5,0.148,13.32,7.8,253
2024,"NTE2",2024-01-10 05:00:00,2.24,66.3,41.2,107.6,20,201,38,710.9,0,26,5.6,0.278,17.2,5.4,15
2024,"NTE2",2024-01-10 06:00:00,2.07,48.1,40.7,88.7,25,179,46,710.3,0,22,6,0.37,19.13,7.5,299
2024,"NTE2",2024-01-10 07:00:00,2.43,61.8,71.5,133.2,26,147,61,709.5,0,22,7.3,0.311,20.02,7,27
2024,"NTE2",2024-01-10 08:00:00,2.61,56.9,83,139.8,29,242,79,708.6,0,22,8.6,0.329,20.75,7.2,50
2024,"NTE2",2024-01-10 09:00:00,2.58,43.8,79.5,123.2,32,252,78,708,0,20,8.5,0.279,21.98,7.5,47
2024,"NTE2",2024-01-10 10:00:00,2.29,29.2,68.6,97.6,33,242,66,708,0,20,6.5,0.178,22.01,7.1,56
2024,"NTE2",2024-01-10 11:00:00,2,17.6,56.4,73.9,31,202,49,708.2,0,22,5.3,0.103,21.57,5.6,77
2024,"NTE2",2024-01-10 12:00:00,1.9,12.4,48.9,61.2,25,170,30,708.5,0,28,4.6,0.025,19.97,5.9,82
2024,"NTE2",2024-01-10 13:00:00,1.77,21.6,51.9,73.4,17,141,16,708.7,0,31,4.2,0,18.49,4.8,117
2024,"NTE2",2024-01-10 14:00:00,2.2,27.8,55.3,83,14,145,14,709,0,34,4.5,0,17.46,5.2,89
2024,"NTE2",2024-01-10 15:00:00,2.24,60.5,54.1,114.5,13,147,21,709.3,0,38,6.1,0,16.12,3.4,32
2024,"NTE2",2024-01-10 16:00:00,2.19,66.3,54.8,121,12,177,27,709.1,0,42,4.8,0,15.48,4.3,185
2024,"NTE2",2024-01-10 17:00:00,3.06,155.2,56.2,211.3,13,175,35,708.9,0,47,5.2,0,14.04,3.1,237
2024,"NTE2",2024-01-10 18:00:00,4.32,226.2,56.5,282.5,14,230,55,708.7,0,50,5.3,0,13.23,3.5,249
2024,"NTE2",2024-01-10 19:00:00,4.48,231.3,55.6,286.7,14,283,57,708.6,0,51,5.3,0,12.74,3.9,244
2024,"NTE2",2024-01-10 20:00:00,3.76,168.4,56.2,224.6,13,261,65,708.3,0,51,4.8,0,12.33,3.5,263
2024,"NTE2",2024-01-10 21:00:00,2.88,101.6,53.4,155.1,12,220,NA,707.9,0,49,5,0,12.18,4.6,236
2024,"NTE2",2024-01-10 22:00:00,2.33,67,51.7,118.8,12,211,25,707.5,0,46,5,0,12.75,5,206
2024,"NTE2",2024-01-10 23:00:00,2.2,79.6,51.3,131,12,186,NA,707.4,0,42,5.5,0,13.02,4.2,253
2024,"NTE2",2024-01-11,2.25,140.8,49.4,190,13,176,18,707.3,0,41,5.8,0,13.04,5,282
2024,"NTE2",2024-01-11 01:00:00,2.42,78.4,43.6,122,12,172,16,707.6,0,31,5.4,0,14.9,7.7,262
2024,"NTE2",2024-01-11 02:00:00,2.12,73,42,115,12,120,18,707.9,0,30,7.7,0.003,15.1,9.8,236
2024,"NTE2",2024-01-11 03:00:00,2.89,147.2,43.7,191,14,152,26,708.1,0,30,6.2,0.076,16.54,7,236
2024,"NTE2",2024-01-11 04:00:00,3.02,126.7,48.6,175.4,14,166,18,708.4,0,25,6,0.091,19.71,4.5,237
2024,"NTE2",2024-01-11 05:00:00,3.18,144.9,60.3,205.1,15,162,29,708.3,0,23,8.4,0.209,22.1,4,214
2024,"NTE2",2024-01-11 06:00:00,2.91,97.9,70.2,168,21,160,25,707.7,0,16,7,0.367,27.53,5.1,54
2024,"NTE2",2024-01-11 07:00:00,2.37,68.7,54.4,123.1,25,176,45,706.7,0,14,4.7,0.393,28.58,8.4,32
2024,"NTE2",2024-01-11 08:00:00,2,62.3,42,104.3,26,98,23,705.7,0,11,3.8,0.334,29.22,8.4,22
2024,"NTE2",2024-01-11 09:00:00,1.84,43.2,34.4,77.6,29,92,15,704.8,0,9,3.6,0.287,29.88,7.2,26
2024,"NTE2",2024-01-11 10:00:00,1.63,12.3,33.3,45.5,42,54,11,704.4,0,9,3.9,0.237,30.61,6.8,117
2024,"NTE2",2024-01-11 11:00:00,1.59,11.2,48.9,60,45,70,17,704.3,0,12,4,0.108,29.13,7.4,94
2024,"NTE2",2024-01-11 12:00:00,1.75,6.9,45.8,52.6,35,99,12,704.3,0,16,5.2,0.031,27.48,7.2,148
2024,"NTE2",2024-01-11 13:00:00,1.5,3.9,37.9,41.7,38,104,2,704.2,0,17,5.3,0.001,25.82,8.8,189
2024,"NTE2",2024-01-11 14:00:00,1.41,3.2,33.5,36.7,42,68,NA,704.3,0,19,5,0,24.91,8.8,191
2024,"NTE2",2024-01-11 15:00:00,1.4,8.1,43.1,51.2,29,64,10,704.4,0,24,8.5,0,23.57,5.2,184
2024,"NTE2",2024-01-11 16:00:00,2.93,163.7,63,226.4,15,75,24,704.7,0,29,6,0,21.02,5.5,229
2024,"NTE2",2024-01-11 17:00:00,3.61,158.9,60.7,219.5,14,183,37,704.6,0,29,6.8,0,19.99,5.8,240
2024,"NTE2",2024-01-11 18:00:00,3.74,171.9,60.8,232.6,13,180,47,704.7,0,35,7,0,18.7,5.4,357
2024,"NTE2",2024-01-11 19:00:00,2.99,128.2,56.2,184.5,14,235,43,704.7,0,34,6.7,0,18.38,6,246
2024,"NTE2",2024-01-11 20:00:00,2.93,72.1,45.7,117.7,16,181,35,704.3,0,23,5.4,0,20.76,10.5,264
2024,"NTE2",2024-01-11 21:00:00,1.34,4,13.1,17,36,139,2,704.1,0,6,2.9,0,25.4,12.6,287
2024,"NTE2",2024-01-11 22:00:00,1.13,4.5,6,10.4,48,194,7,705,0,2,3.2,0,28.4,21.6,316
2024,"NTE2",2024-01-11 23:00:00,1.1,5,6.6,11.6,48,163,15,706.1,0,2,3.1,0,27.92,19.4,318
2024,"NTE2",2024-01-12,1.2,16.1,20.2,36.3,29,64,35,708,0,19,3.4,0,19.49,14.5,31
2024,"NTE2",2024-01-12 01:00:00,1.38,34.4,26.1,60.5,22,482,62,709.1,0,24,3.8,0,16.31,15.5,11
2024,"NTE2",2024-01-12 02:00:00,1.64,46,28.6,74.6,20,656,67,710.2,0,24,4.4,0.004,15.95,12.4,14
2024,"NTE2",2024-01-12 03:00:00,1.96,67.9,32.4,100.3,19,635,75,711.6,0,25,4.3,0.057,16.23,13.1,21
2024,"NTE2",2024-01-12 04:00:00,1.65,45.2,26.6,71.8,25,657,82,712.7,0,27,4.1,0.151,17.13,13.4,12
2024,"NTE2",2024-01-12 05:00:00,1.63,46.7,26.5,73.1,25,692,79,713.4,0,26,4.6,0.233,18.54,11.6,19
2024,"NTE2",2024-01-12 06:00:00,1.63,49.5,25.2,74.8,25,588,74,713.4,0,25,5.2,0.271,19.26,10.3,25
2024,"NTE2",2024-01-12 07:00:00,1.57,38.7,24.5,63.2,31,476,46,712.8,0,23,4.9,0.388,19.8,13.6,21
2024,"NTE2",2024-01-12 08:00:00,1.48,34.8,24.2,59,32,269,33,712.1,0,21,4.1,0.379,20.33,11.6,19
2024,"NTE2",2024-01-12 09:00:00,1.42,24,20.8,44.8,36,219,31,711.5,0,19,3.8,0.333,21.03,10.5,35
2024,"NTE2",2024-01-12 10:00:00,1.53,42.4,28.3,70.7,31,189,35,711.3,0,18,4.1,0.262,21.7,9.8,29
2024,"NTE2",2024-01-12 11:00:00,1.59,25.6,27.6,53.2,34,200,29,711.4,0,18,4.1,0.174,22.04,8.7,58
2024,"NTE2",2024-01-12 12:00:00,1.41,8.2,25.5,33.7,33,204,37,711.9,0,24,3.2,0.039,18.7,12.3,94
2024,"NTE2",2024-01-12 13:00:00,1.42,7.9,28.9,36.9,28,201,7,712.4,0,25,3.2,0.001,16.7,10.4,93
2024,"NTE2",2024-01-12 14:00:00,1.36,5.8,25,30.8,32,125,4,712.9,0,24,3.1,0,15.77,10,92
2024,"NTE2",2024-01-12 15:00:00,1.32,5,23.8,28.8,34,105,4,713.2,0,23,3,0,15.24,10.1,92
2024,"NTE2",2024-01-12 16:00:00,1.29,4.1,23.2,27.3,35,76,4,713.5,0,22,3.1,0,14.94,8.7,94
2024,"NTE2",2024-01-12 17:00:00,1.29,4.5,26.2,30.7,29,69,4,713.6,0,23,3.7,0,14.56,6.7,123
2024,"NTE2",2024-01-12 18:00:00,1.26,3.7,24.1,27.8,30,70,4,713.6,0,25,4,0,13.92,4.8,137
2024,"NTE2",2024-01-12 19:00:00,1.26,7.4,24.8,32.2,26,69,6,713.4,0,28,4.6,0,13.14,4.2,174
2024,"NTE2",2024-01-12 20:00:00,1.35,23.9,36.4,60.2,16,93,8,713.2,0,27,3.7,0,13,4.6,322
2024,"NTE2",2024-01-12 21:00:00,1.51,20.7,39,59.7,13,80,8,712.9,0,28,4.2,0,12.22,3.5,286
2024,"NTE2",2024-01-12 22:00:00,1.54,53.8,39.9,93.6,12,77,12,712.6,0,31,4.3,0,11.38,3.7,343
2024,"NTE2",2024-01-12 23:00:00,1.55,56.6,39.4,96,13,87,10,712.8,0,33,4.1,0,10.99,7.3,23
2024,"NTE2",2024-01-13,1.57,63.8,38.7,102.5,12,119,24,713.3,0,35,5.2,0,10.32,6.5,15
2024,"NTE2",2024-01-13 01:00:00,1.53,42.6,38.5,81.1,12,112,18,713.7,0,35,4.3,0,9.76,2.7,13
2024,"NTE2",2024-01-13 02:00:00,1.58,67.2,38.5,105.7,12,79,13,714,0,35,4.4,0.004,9.83,3.5,340
2024,"NTE2",2024-01-13 03:00:00,2,91.7,38.8,130.6,13,101,17,714.2,0,35,4.4,0.036,10.55,3.3,291
2024,"NTE2",2024-01-13 04:00:00,2.53,142.3,48.4,190.7,15,115,20,714.7,0,31,7.5,0.113,13.11,5.7,7
2024,"NTE2",2024-01-13 05:00:00,2.97,107,52.1,159.1,19,163,43,714.9,0,29,11.8,0.228,14.65,7.7,20
2024,"NTE2",2024-01-13 06:00:00,1.99,37.7,38,75.6,30,193,38,714.4,0,32,5.2,0.33,16.87,7.8,46
2024,"NTE2",2024-01-13 07:00:00,1.53,17.9,19.9,37.8,42,136,34,713.6,0,39,4.3,0.372,17.82,8.4,50
2024,"NTE2",2024-01-13 08:00:00,1.47,18.2,21.6,39.8,43,127,24,712.6,0,37,4.2,0.38,18.76,8.4,47
2024,"NTE2",2024-01-13 09:00:00,1.52,22.6,24.5,47.1,43,115,23,712.1,0,36,4.2,0.345,19.33,9.2,35
2024,"NTE2",2024-01-13 10:00:00,1.48,14.4,21.2,35.5,46,120,23,712.1,0,35,4.2,0.276,20.26,8.8,45
2024,"NTE2",2024-01-13 11:00:00,1.39,6.7,16.3,23,50,120,22,712.3,0,35,4.1,0.175,20.54,7.6,95
2024,"NTE2",2024-01-13 12:00:00,1.37,6.9,22.7,29.6,41,111,27,712.7,0,39,4.1,0.055,19.45,8.3,77
2024,"NTE2",2024-01-13 13:00:00,1.39,5.8,24.6,30.4,35,116,16,713.5,0,46,5.2,0.001,17.87,7.2,85
2024,"NTE2",2024-01-13 14:00:00,1.6,10.3,35,45.2,22,104,10,713.9,0,50,4.1,0,16.62,6.1,76
2024,"NTE2",2024-01-13 15:00:00,1.67,5.7,31.4,37.1,23,92,12,714,0,52,4.1,0,16.26,6.4,111
2024,"NTE2",2024-01-13 16:00:00,1.65,8.8,33.5,42.2,20,96,14,714,0,53,4.4,0,15.74,4.9,132
2024,"NTE2",2024-01-13 17:00:00,1.55,13.9,40.3,54.2,14,109,16,714,0,53,5.1,0,14.83,3.1,46
2024,"NTE2",2024-01-13 18:00:00,2.11,61.6,40.6,102.3,13,125,28,714.2,0,59,4,0,14.12,4.9,7
2024,"NTE2",2024-01-13 19:00:00,2.67,74.4,39.4,113.8,13,158,41,713.8,0,65,3.8,0,12.72,2.1,244
2024,"NTE2",2024-01-13 20:00:00,2.74,77.4,38.9,116.4,13,173,47,713.7,0,66,4,0,12.48,5.4,246
2024,"NTE2",2024-01-13 21:00:00,2.48,79.4,37.6,117.1,13,181,40,713.5,0,66,4.1,0,12.16,4.9,340
2024,"NTE2",2024-01-13 22:00:00,2.8,115.4,34.4,149.9,12,169,52,713.3,0,71,4.1,0,10.77,2.7,154
2024,"NTE2",2024-01-13 23:00:00,2.19,28.5,35.2,63.7,12,173,34,713.1,0,66,3.7,0,11.54,6.5,241
2024,"NTE2",2024-01-14,2.1,58.8,33.8,92.6,12,139,NA,713,0,68,3.7,0,10.65,3.1,234
2024,"NTE2",2024-01-14 01:00:00,2.36,47.8,34.2,82,11,149,NA,713.3,0,69,3.8,0,10.18,4.4,228
2024,"NTE2",2024-01-14 02:00:00,2.22,38.5,34.5,72.9,12,183,NA,713.6,0,64,3.9,0.004,10.66,4.7,241
2024,"NTE2",2024-01-14 03:00:00,2.56,105.2,37.6,142.8,13,151,7,713.9,0,60,4.5,0.057,13.16,3.5,356
2024,"NTE2",2024-01-14 04:00:00,2.8,80.6,43.4,124,16,182,24,714.2,0,46,5.2,0.159,17.69,2.8,234
2024,"NTE2",2024-01-14 05:00:00,2.2,35.3,45.6,80.9,25,176,39,714.5,0,38,6.7,0.255,19.53,4.4,23
2024,"NTE2",2024-01-14 06:00:00,2.57,34.8,51.5,86.3,32,179,64,713.9,0,39,7.9,0.327,19.83,7.6,33
2024,"NTE2",2024-01-14 07:00:00,1.95,13.1,30.9,44,49,192,39,712.7,0,35,9.8,0.379,21.27,7.1,72
2024,"NTE2",2024-01-14 08:00:00,1.67,8.4,24.4,32.8,62,133,22,711.4,0,34,6.1,0.385,22.45,8.3,77
2024,"NTE2",2024-01-14 09:00:00,1.61,7.4,21.1,28.5,63,115,14,710.5,0,32,5,0.355,23.73,8.7,70
2024,"NTE2",2024-01-14 10:00:00,1.51,6.6,19.8,26.4,64,94,19,710.1,0,31,4.6,0.287,24.32,10.1,67
2024,"NTE2",2024-01-14 11:00:00,1.49,5.8,18.4,24.2,59,84,15,710,0,31,4.1,0.187,24.44,11.5,91
2024,"NTE2",2024-01-14 12:00:00,1.39,4.5,15.7,20.1,48,89,19,710,0,36,3.9,0.065,23.29,10,102
2024,"NTE2",2024-01-14 13:00:00,1.51,4.4,25.4,29.8,36,76,15,710.3,0,41,3.9,0.001,21.36,7.8,82
2024,"NTE2",2024-01-14 14:00:00,1.75,16.6,33.8,50.3,21,74,10,710.6,0,49,4,0,20.13,7.2,55
2024,"NTE2",2024-01-14 15:00:00,1.86,30,35,65,16,95,21,710.8,0,54,4.3,0,19.23,7.3,26
2024,"NTE2",2024-01-14 16:00:00,1.99,34.2,37.9,72,13,97,19,711,0,57,4.2,0,18.44,6.6,21
2024,"NTE2",2024-01-14 17:00:00,2.1,49.7,39.1,88.7,12,95,15,711.1,0,59,4.1,0,17.88,7.2,22
2024,"NTE2",2024-01-14 18:00:00,2,35,34,69,14,107,24,711.3,0,67,3.9,0,16.98,7.5,26
2024,"NTE2",2024-01-14 19:00:00,1.54,8.1,18.4,26.5,26,89,7,711.1,0,76,4.4,0,15.98,5,70
2024,"NTE2",2024-01-14 20:00:00,1.37,8.9,19.3,28.1,24,49,8,711,0,79,4.6,0,15.5,6.9,43
2024,"NTE2",2024-01-14 21:00:00,1.4,16,26.6,42.6,14,43,7,711.1,0,71,4.1,0,13.74,8.4,20
2024,"NTE2",2024-01-14 22:00:00,1.31,10.5,21.3,31.8,17,57,8,711.1,0,65,3.7,0,13.14,7.7,23
2024,"NTE2",2024-01-14 23:00:00,1.33,17.7,20.4,38.1,16,46,6,711.4,0,63,3.4,0,12.26,9,22
2024,"NTE2",2024-01-15,1.38,37,23.1,60.1,13,50,12,712,0,64,3.3,0,11.03,10.5,27
2024,"NTE2",2024-01-15 01:00:00,1.57,47.6,21.6,69.2,13,64,16,712.9,0,75,3.3,0,8.74,11.7,24
2024,"NTE2",2024-01-15 02:00:00,1.79,59.5,20.9,80.4,12,76,11,713.7,0,79,3.4,0.001,7.66,10.1,29
2024,"NTE2",2024-01-15 03:00:00,1.85,55.9,18.9,74.8,13,69,4,714.5,0,75,3.3,0.013,7.14,10.6,29
2024,"NTE2",2024-01-15 04:00:00,1.86,61.8,19.8,81.6,13,71,10,715.2,0,74,3.4,0.05,7.07,7.9,32
2024,"NTE2",2024-01-15 05:00:00,1.91,81.8,20.6,102.4,14,75,16,715.6,0,71,3.6,0.094,8.14,9,20
2024,"NTE2",2024-01-15 06:00:00,1.73,44.8,18.4,63.2,16,102,17,715.3,0,66,3.3,0.174,8.9,8,45
2024,"NTE2",2024-01-15 07:00:00,1.67,43.1,19.7,62.7,19,81,19,714.4,0,60,3.6,0.262,11.08,6.8,40
2024,"NTE2",2024-01-15 08:00:00,1.84,48.7,23.4,72.2,22,72,22,713.4,0,56,4.7,0.342,12.57,9,34
2024,"NTE2",2024-01-15 09:00:00,1.68,32.1,22.7,54.7,24,79,27,712.6,0,54,4,0.264,13.2,9.8,48
2024,"NTE2",2024-01-15 10:00:00,1.64,25,19.6,44.6,21,75,28,712.5,0,61,3.6,0.218,12.55,9.6,86
2024,"NTE2",2024-01-15 11:00:00,1.58,22.3,17.4,39.7,18,71,23,712.5,0,68,3.2,0.171,10.63,9.3,94
2024,"NTE2",2024-01-15 12:00:00,1.56,20.5,19.2,39.7,15,59,28,713.1,0,76,3,0.036,8.05,8,95
2024,"NTE2",2024-01-15 13:00:00,1.6,20.6,21.1,41.7,13,54,13,713.6,0,82,3,0,6.72,7.9,71
2024,"NTE2",2024-01-15 14:00:00,1.62,21.8,21,42.8,13,46,7,714.1,0,83,3,0,6.69,7.4,61
2024,"NTE2",2024-01-15 15:00:00,1.52,17.4,18.5,35.9,13,41,13,714.5,0,84,2.9,0,6.4,6.8,58
2024,"NTE2",2024-01-15 16:00:00,1.44,12.6,17.2,29.8,14,47,6,714.9,0,85,2.9,0,6.09,6.7,62
2024,"NTE2",2024-01-15 17:00:00,1.41,12.4,17.3,29.6,16,36,10,715.4,0,85,2.9,0,5.91,6.5,68
2024,"NTE2",2024-01-15 18:00:00,1.34,9.8,14.1,23.9,18,32,5,716.2,0,86,3.3,0,5.67,8.8,51
2024,"NTE2",2024-01-15 19:00:00,1.3,9.2,13,22.2,17,30,5,717.1,0,85,3,0,5.01,12.3,37
2024,"NTE2",2024-01-15 20:00:00,1.26,7.7,8,15.6,19,16,4,717.9,0,87,2.8,0,3.42,15.7,17
2024,"NTE2",2024-01-15 21:00:00,1.23,7.3,8.5,15.7,18,7,3,718.7,0,87,2.8,0,2.37,16,16
2024,"NTE2",2024-01-15 22:00:00,1.23,7.4,8.9,16.2,18,5,3,719.3,0,87,2.8,0,1.31,17,14
2024,"NTE2",2024-01-15 23:00:00,1.2,8.6,7.7,16.2,20,4,NA,720.1,0,87,2.8,0,0.3,15.6,17
2024,"NTE2",2024-01-16,1.27,19.5,11,30.4,19,5,3,720.7,0,87,2.9,0,-0.52,15.3,15
2024,"NTE2",2024-01-16 01:00:00,1.37,28.4,13,41.4,20,13,5,721.5,0,86,2.9,0,-1.24,15.9,18
2024,"NTE2",2024-01-16 02:00:00,1.48,26.1,13.2,39.3,23,13,5,722.3,0,85,2.9,0.001,-2.47,16.4,17
2024,"NTE2",2024-01-16 03:00:00,1.55,37.2,17.9,55.1,22,13,4,722.8,0,83,3,0.015,-2.98,13,20
2024,"NTE2",2024-01-16 04:00:00,1.63,50.6,22,72.7,18,21,11,723.2,0,82,3,0.023,-2.72,10.2,24
2024,"NTE2",2024-01-16 05:00:00,1.61,55.3,21.7,77.1,19,101,26,723.4,0,79,3.1,0.067,-1.94,11.4,12
2024,"NTE2",2024-01-16 06:00:00,1.6,48.5,19.6,68.1,20,79,22,722.9,0,76,3.1,0.082,-1.05,8.7,355
2024,"NTE2",2024-01-16 07:00:00,1.62,43.2,19.7,62.9,20,54,13,721.8,0,73,3.1,0.113,-0.1,8.2,344
2024,"NTE2",2024-01-16 08:00:00,1.83,24.7,17,41.7,22,45,6,720.8,0,71,3.1,0.125,0.75,5.5,310
2024,"NTE2",2024-01-16 09:00:00,1.93,32,20,51.9,20,42,17,720.2,0,71,3,0.091,1.37,5.6,347
2024,"NTE2",2024-01-16 10:00:00,1.84,27.4,20.6,48.1,19,51,22,719.8,0,69,3,0.077,1.84,5,1
2024,"NTE2",2024-01-16 11:00:00,1.76,25.8,25.2,51,17,42,20,719.7,0,68,3,0.072,2.17,5.5,238
2024,"NTE2",2024-01-16 12:00:00,1.9,38.1,30.4,68.6,15,50,29,719.9,0,65,3.4,0.063,3,6.2,250
2024,"NTE2",2024-01-16 13:00:00,1.98,46.3,32.2,78.5,12,76,39,720.3,0,67,3.3,0.001,2.34,7.3,263
2024,"NTE2",2024-01-16 14:00:00,2.07,53.2,31.2,84.4,13,71,32,720.5,0,68,3.3,0,2.32,6.1,247
2024,"NTE2",2024-01-16 15:00:00,1.93,39.4,28.8,68.3,12,87,NA,721,0,69,3.2,0,2.33,4.4,207
2024,"NTE2",2024-01-16 16:00:00,1.65,31.4,26.4,57.7,12,64,25,721.3,0,69,3.3,0,2.3,3.5,127
2024,"NTE2",2024-01-16 17:00:00,1.58,16.5,25.9,42.4,14,53,2,721.5,0,67,3.3,0,2.27,7.8,105
2024,"NTE2",2024-01-16 18:00:00,1.37,6.5,21.1,27.6,24,47,2,721.4,0,53,4,0,1.14,7.3,88
2024,"NTE2",2024-01-16 19:00:00,1.38,4.6,19,23.5,32,31,NA,721,0,45,5.1,0,1.04,7.8,78
2024,"NTE2",2024-01-16 20:00:00,1.33,5.3,18.4,23.7,29,25,NA,720.5,0,45,3.2,0,0.66,7.9,89
2024,"NTE2",2024-01-16 21:00:00,1.24,4.1,15.4,19.5,32,22,4,720,0,43,3,0,0.29,5.9,105
2024,"NTE2",2024-01-16 22:00:00,1.23,3.4,13.9,17.3,34,23,2,719.7,0,42,3,0,0.13,5.6,116
2024,"NTE2",2024-01-16 23:00:00,1.27,3.5,17.9,21.3,28,31,9,719.4,0,46,3.1,0,-0.3,3.5,95
2024,"NTE2",2024-01-17,1.28,3.7,20.2,23.9,27,25,5,719.4,0,43,3.2,0,-0.35,5.9,118
2024,"NTE2",2024-01-17 01:00:00,1.38,30.8,30.9,61.7,17,31,2,719.4,0,45,3.9,0,-0.54,4.4,61
2024,"NTE2",2024-01-17 02:00:00,1.7,28.7,33.5,62.2,14,38,12,719.5,0,46,3.2,0.002,-0.65,4.5,76
2024,"NTE2",2024-01-17 03:00:00,1.57,19.7,27.9,47.5,21,38,3,719.9,0,37,3.1,0.059,1.31,5.7,95
2024,"NTE2",2024-01-17 04:00:00,1.56,31.8,24.8,56.6,25,36,4,719.9,0,35,4.2,0.158,3.25,6.8,62
2024,"NTE2",2024-01-17 05:00:00,1.64,29.9,24.8,54.8,26,43,18,719.9,0,36,4.5,0.257,4.82,6.4,87
2024,"NTE2",2024-01-17 06:00:00,1.66,28.6,25.7,54.3,28,57,27,719.1,0,37,4.7,0.32,5.84,7.6,53
2024,"NTE2",2024-01-17 07:00:00,1.64,34.9,26.4,61.3,31,63,29,718.2,0,36,4.2,0.299,6.14,9.3,19
2024,"NTE2",2024-01-17 08:00:00,1.56,23.6,24.5,48.1,36,68,19,717,0,34,4,0.327,7.57,7.3,25
2024,"NTE2",2024-01-17 09:00:00,1.65,19.4,27.1,46.4,38,55,24,716,0,34,3.9,0.301,8.54,7.9,62
2024,"NTE2",2024-01-17 10:00:00,1.57,12.7,25.9,38.5,39,64,25,715.5,0,35,3.6,0.2,9,7.6,88
2024,"NTE2",2024-01-17 11:00:00,1.48,17.1,26.9,43.9,33,53,18,715.2,0,41,3.4,0.129,8.49,8.3,68
2024,"NTE2",2024-01-17 12:00:00,1.61,17.6,31.1,48.7,25,41,19,715.2,0,46,3.4,0.04,7.77,8,59
2024,"NTE2",2024-01-17 13:00:00,1.58,7.1,31.6,38.7,23,54,15,715.1,0,50,3.3,0.001,7.55,5.9,111
2024,"NTE2",2024-01-17 14:00:00,1.62,8.2,35.2,43.4,18,52,14,715.3,0,52,3.3,0,7.08,6.2,121
2024,"NTE2",2024-01-17 15:00:00,1.61,16.4,37.5,53.8,15,62,15,715,0,50,3.4,0,6.63,5.4,104
2024,"NTE2",2024-01-17 16:00:00,1.85,30.1,38.7,68.7,13,70,16,715.2,0,49,3.6,0,6.16,5.3,60
2024,"NTE2",2024-01-17 17:00:00,1.78,28.5,37.1,65.6,12,69,17,715.3,0,48,3.4,0,5.63,3.1,37
2024,"NTE2",2024-01-17 18:00:00,1.72,30.7,36.3,67,12,55,13,715,0,49,3.4,0,5.33,2,282
2024,"NTE2",2024-01-17 19:00:00,1.87,62.1,37.5,99.7,13,60,23,714.6,0,51,3.7,0,5.36,2.7,270
2024,"NTE2",2024-01-17 20:00:00,2.23,98.3,41.4,139.8,13,94,42,714.3,0,56,4.2,0,5.43,4.3,259
2024,"NTE2",2024-01-17 21:00:00,2.26,116.2,40.4,156.7,13,159,43,713.7,0,58,4.2,0,4.88,2.9,343
